app_name,app_id,review_id,user_name,rating,content,thumbs_up,app_version,at,reply_content
MCGM 24x7,in.cdac.gov.mgov.mcgm,f9b5bc2b-c286-461f-b4e9-765600292e37,A Google user,4,unbelievable it works I never thought complaint Will be resolved whithin someday thanks for great efforts,0,8.71,2026-06-28 14:36:31,
MCGM 24x7,in.cdac.gov.mgov.mcgm,3fcf95fe-7c6e-49a3-953e-3b8bb371d7b0,A Google user,1,"not working have installed it .,and whenever I see property tax it say login and I put my mobile number and receive otp and it is not getting login again same thing what a worst app I have seen",1,8.71,2026-06-21 22:28:01,
MCGM 24x7,in.cdac.gov.mgov.mcgm,524a4330-4b68-410a-b68d-ed1eb13ba346,A Google user,1,after filling all the details on MyBmc marg...it just show the continuous processing buffer circle but complaint doesn't get register.,1,8.71,2026-06-16 23:13:43,
MCGM 24x7,in.cdac.gov.mgov.mcgm,994d2bc5-c6e8-4ed3-bbf8-88c9c6cb9d58,A Google user,1,Wow! Never seen worst and useless app than this...,0,,2026-06-04 01:21:48,
MCGM 24x7,in.cdac.gov.mgov.mcgm,96ef07a7-5c77-414c-9d71-9539c4c53f7f,A Google user,1,my bmc app is of no use. It never gives details of water bills. wrost service.,1,8.71,2026-06-03 14:16:10,
MCGM 24x7,in.cdac.gov.mgov.mcgm,c83ca366-8ca4-46fc-b489-c102e6425835,A Google user,1,"BAKWAAS APP JUST LIKE THE ORGANISATION...... VACHA ,NACHA ANI ZOPAYAYCHA...... I CANT BELIEVE IT IS ONE OF THE RICHEST MUNICIPALITIES OF THE WORLD.....REALLY FEEL SORRY FOR THE TAX PAYING, TRAFFIC TOLERATING, POLLUTION INHALING, NO BODY LISTENING TO THEIR GREIVANCES, IN 5G ERA MUMBAIKARS STILL GET TAREEK PE TAREEK, TAREEK PE TAREEK AND SO ON....",0,8.70,2026-06-03 00:46:53,
MCGM 24x7,in.cdac.gov.mgov.mcgm,831724c4-c2c5-449f-aeda-4fd6605929df,A Google user,1,Not able to view/download property tax or water charges. Please fix it.,16,8.70,2026-06-01 13:03:05,
MCGM 24x7,in.cdac.gov.mgov.mcgm,02945bd9-62e2-488e-9f54-1b7e8008ff61,A Google user,1,"App is as corrupt as BMC officials and corporators, doesnt work at all",0,,2026-05-27 21:38:16,
MCGM 24x7,in.cdac.gov.mgov.mcgm,863b5f48-2162-492a-92af-c21280a5d7ee,A Google user,1,not working app,0,8.68,2026-05-24 13:17:05,
MCGM 24x7,in.cdac.gov.mgov.mcgm,38706df7-455d-404a-b7d6-5b9cc297337a,A Google user,1,worst experience in my life.,0,8.67,2026-05-22 21:23:36,
MCGM 24x7,in.cdac.gov.mgov.mcgm,196ab26c-c90a-4df4-90cd-dea796210592,A Google user,2,Last week we were unable to submit a complaint on the portal,1,4.5,2026-05-22 21:18:43,
MCGM 24x7,in.cdac.gov.mgov.mcgm,efb9b099-745a-4314-b0dd-67bd19c8c70d,A Google user,1,worst service app ever,0,,2026-05-18 13:14:48,
MCGM 24x7,in.cdac.gov.mgov.mcgm,99d99fe7-44d3-43aa-a316-cbe5e66c1473,A Google user,1,"Worst app....Have been trying to pay water bill using this app since last 2 months... It never worked.... Its under maintaince since last 2 months... Not a good experience :-( Still no change in the app. I am existing user & it still does not allow me to add my water bill consumer number after login. Worst app. Nothing has changed in 2026. it's still the worst app. Upgrade is for bug fix. But, this app does not allow me to log after updating it to the latest version.",35,8.67,2026-05-13 20:37:48,
MCGM 24x7,in.cdac.gov.mgov.mcgm,cb0210d9-2a3d-437a-9b60-3cb29f03371a,A Google user,3,"The Property Tax Link on the App has stopped working. After login with the OTP, the app closes and returns back to log in screen! Same with Water Bill link, app returns to login. Other few links I tried to check on, work! Biometric login would be a useful feature to avoid waiting for OTPs everytime.",2,8.66,2026-05-06 05:45:32,
MCGM 24x7,in.cdac.gov.mgov.mcgm,fc928a05-4009-47a3-b01c-23c0c9d35a55,A Google user,1,there is no problem in this app but even if the registration of complaints is done but no action is taken from authorities,0,8.65,2026-05-03 18:04:53,
MCGM 24x7,in.cdac.gov.mgov.mcgm,7108a8dd-18cf-4a45-afb3-5389499dd85d,A Google user,1,worst service app not functional,0,,2026-04-29 16:07:50,
MCGM 24x7,in.cdac.gov.mgov.mcgm,75427fa4-bf68-4dee-8bdd-87af0b6d6d52,A Google user,1,"Just updated the newer version. I can login. When I click on a service, Water Bill, it asks to login. After logged in, I again click on the same. service and the app asks me to log in. What is this? Even after I am logged into the app, I am looped into a login loop when I click on the service. Before the update, I was able to access the service. Kindly check",6,8.65,2026-04-28 20:16:25,
MCGM 24x7,in.cdac.gov.mgov.mcgm,a0193825-ebbc-41c5-b154-ec231a01fb2c,A Google user,1,"The app experience and UI is poor. Also after a complaint is registered, I should receive automatic updates on Whatsapp w.r.t my ongoing complaints.( as I have provided my number ) Also within the specific complaints page, the complaint list is not scrollable and it doesn't show important details like date of complaint and complaint details. (The detailed card view is not available). Kindly make it easier for citizens to register and track complaints.",4,8.65,2026-04-28 11:18:42,
MCGM 24x7,in.cdac.gov.mgov.mcgm,dcbe3076-6415-4add-932d-006a2aa3e391,A Google user,1,"The app is completely unreliable for reporting serious violations. After drafting a detailed complaint with photos and receiving a ""Complaint ID,"" the ID disappears from the system entirely. I’ve noticed a recurring pattern: whenever I report violations related to specific political or religious banners (specifically BJP-related), the ID generated is blank or non-existent in the tracking history. This feels less like a technical bug and more like intentional filtering.",3,8.63,2026-03-31 15:23:01,
MCGM 24x7,in.cdac.gov.mgov.mcgm,fc7ffe5e-f6da-4c3a-ae34-f401d34c0110,A Google user,1,Not working,0,8.63,2026-03-31 13:37:35,
MCGM 24x7,in.cdac.gov.mgov.mcgm,524f7771-c6bd-4f9e-968a-a842bb7356f4,A Google user,1,I raised a complaint 1 week ago and still no response from the officials....,0,8.63,2026-03-23 02:20:14,
MCGM 24x7,in.cdac.gov.mgov.mcgm,6d086f3a-afe7-42a0-a053-ab868c78c19f,A Google user,1,"app doesn't work properly, form auto resets.",0,8.63,2026-03-21 22:09:12,
MCGM 24x7,in.cdac.gov.mgov.mcgm,3f2a7b6f-6029-4e8f-8abd-514500865e30,A Google user,1,Kurla l ward not working on the complaint. closed compliant without any action,1,8.59,2026-03-17 16:26:50,
MCGM 24x7,in.cdac.gov.mgov.mcgm,6f8f6e2c-1838-45ed-b435-2ab93484cb8f,A Google user,1,"keep only latest version as usual unable to pay property tax in this app. add property tab not working, of course neither expect 🙏🙏.",0,,2026-03-08 12:48:30,
MCGM 24x7,in.cdac.gov.mgov.mcgm,3cdae0ba-985d-44dd-b9ab-664e5858b627,A Google user,1,worst app,0,8.62,2026-02-18 12:34:55,
MCGM 24x7,in.cdac.gov.mgov.mcgm,36a33934-6895-435b-b401-408395a4633d,A Google user,1,bugs,0,8.62,2026-02-09 14:16:56,
MCGM 24x7,in.cdac.gov.mgov.mcgm,6aa616a0-eba2-4361-b36b-27db5babb9fd,A Google user,1,"Worst app, asking to update the app right after installing it for the first time",0,,2026-01-28 19:13:29,
MCGM 24x7,in.cdac.gov.mgov.mcgm,b46851b9-2fc1-4cd9-9866-3d7b16949c9d,A Google user,1,"Unable to login as it keeps on sending ""Enter correct OTP"" despite correctly typing the OTPs, multiple times. A glitchy app. Despite so many users complaining about it the app developers are not rectifying the faulty app. Probably the app developers are a fake company or fraud people who are looting the BMC.",14,8.62,2026-01-28 16:30:39,
MCGM 24x7,in.cdac.gov.mgov.mcgm,5ee793cf-35b5-4801-92d3-d4694d46a38d,A Google user,1,worst app every time show incoreect otp after login in HR,0,8.62,2026-01-28 14:20:06,
MCGM 24x7,in.cdac.gov.mgov.mcgm,3f44035f-45e9-4813-b3a2-e1450439a993,A Google user,5,app is not working the otp is not coming,2,8.62,2026-01-27 20:43:29,
MCGM 24x7,in.cdac.gov.mgov.mcgm,2748fe92-ef5a-405b-a679-703f721a4f3d,A Google user,1,sabse ganda app by BMC. Still the worst app made.,0,8.58,2026-01-24 10:43:13,
MCGM 24x7,in.cdac.gov.mgov.mcgm,9fd1d44a-7ef8-4887-9d52-8ddcd5478071,A Google user,1,"what is the point of making this app if no action has been taken after a critical complaint and calls to the relevant dept ? it's regarding a particular road which is uneven because of which I have witnessed at least 50-60 accidents in 8 months time, and the accidents continue, no action till now, it's just eyewash, accidents continue, and BMC. does nothing, in the last 2 MONTHS NO ACTION both my complaint numbers have been removed AND CLOSED WITHOUT ANY ACTION THATS B M C WI",1,8.62,2026-01-20 21:47:16,
MCGM 24x7,in.cdac.gov.mgov.mcgm,5b52407d-4cfb-4ce2-b5b1-8b926af7478f,A Google user,1,1. location permission not working in android 16. 2. manual location selection not working in android 16. no option to move the market 3. Login register not working. No email and SMS received 4. Login button not working after entering details,5,8.62,2026-01-19 19:52:16,
MCGM 24x7,in.cdac.gov.mgov.mcgm,31abae05-3c4d-4c3c-a067-a838966409e4,A Google user,1,get location not working even though permission given,0,8.62,2026-01-18 20:30:09,
MCGM 24x7,in.cdac.gov.mgov.mcgm,ab6365f1-854a-4d5d-8c9f-b97ab8d151cb,A Google user,1,"BMC doesn't see the complaints raised over months. we are suffering polluted gas from chimney, unbreathable, causing health issues, cancer, but BMC is sleeping. worst app of BMC .",0,8.62,2026-01-15 08:37:27,
MCGM 24x7,in.cdac.gov.mgov.mcgm,fa04ff02-49ef-45ad-bf6a-21f589b5387c,A Google user,1,not working with Android 15,0,8.61,2025-12-30 11:46:06,
MCGM 24x7,in.cdac.gov.mgov.mcgm,bd37a565-da6c-420e-b2e0-1b404b6de7dd,A Google user,1,worst app. unable to login.,0,8.61,2025-12-27 12:32:06,
MCGM 24x7,in.cdac.gov.mgov.mcgm,ac110c70-ca67-42f2-9744-f0c48aebedf4,A Google user,1,"There is no option to complaint about cleanliness. In mumbai many public places like railway station area, pay and park area has cleanliness issue which is ignored by civic body but we can't complaint",3,8.61,2025-12-24 07:36:24,
MCGM 24x7,in.cdac.gov.mgov.mcgm,6f8e4954-08c1-4ed8-8dee-c5b2278d9a28,A Google user,1,"Worst App. at the time of logging, its showing no interest despite the fact that I am in Wi-Fi connection.",3,8.61,2025-12-24 07:25:14,
MCGM 24x7,in.cdac.gov.mgov.mcgm,e332f980-9b32-4968-ace5-883e3648d418,A Google user,1,Not able to register new user and no error message as well,0,,2025-12-18 14:59:37,
MCGM 24x7,in.cdac.gov.mgov.mcgm,7474cfdd-6347-41ac-8cd3-db592504f97c,A Google user,3,This application doesn't work properly must have to improve this application,0,8.61,2025-12-17 12:24:16,
MCGM 24x7,in.cdac.gov.mgov.mcgm,ad102e9b-24e2-4ca0-8d4f-c820b2d1e4e7,A Google user,5,water bill BMC,0,8.61,2025-12-16 13:38:53,
MCGM 24x7,in.cdac.gov.mgov.mcgm,7a1e7dab-d8cc-4f00-abd7-b75bd4b4c32e,A Google user,1,"a big fraud app nothing happens from website nor their app. Don't know how many times I have to visit thier office and there also they say fill the form, just going in the loop and nothing happens.",5,8.61,2025-12-10 13:00:02,
MCGM 24x7,in.cdac.gov.mgov.mcgm,a977fe18-faa3-49cb-98d0-df236bdd4e79,A Google user,1,not working,0,8.61,2025-12-09 19:18:32,
MCGM 24x7,in.cdac.gov.mgov.mcgm,3e7b6fb3-f3a8-47a3-818a-c55b5e7b5764,A Google user,1,3rd class app made by BMC. I raised the complaint 3 days ago and now it's vanished. I'm trying to log in but showing no internet although my internet is working good,2,8.61,2025-12-08 13:53:09,
MCGM 24x7,in.cdac.gov.mgov.mcgm,09e6f22c-fdac-465f-98c8-bc4cfc51dcf8,A Google user,1,"there should have been negative rating for this, looks like the bmc doesn't want the app to work so no one can complaint issues, or use any online feature instead keep running around the bmc office, app is continuously showing check your internet connection tried wifi and mobile internet, when trying to login.",12,8.61,2025-12-07 21:03:12,
MCGM 24x7,in.cdac.gov.mgov.mcgm,c9170e95-1fc4-4b5a-a0cc-9f45b78b4938,A Google user,1,"pathetic app not working at any function, government app cheap quality",0,8.61,2025-12-04 11:27:30,
MCGM 24x7,in.cdac.gov.mgov.mcgm,81832a42-bcd1-46f5-8c6e-6287fe3dbbc8,A Google user,2,"Pathetic app experience. Many sections are still “under construction,” and most features don’t work properly. No response or update on complaints raised through the app. Needs major improvement.",0,,2025-12-03 21:29:47,
MCGM 24x7,in.cdac.gov.mgov.mcgm,5b677471-073a-437f-b4f0-d4fbb48fce7e,A Google user,1,"THERE ARE NO PROPER OPTIONS FOR COMPLAINTS LIKE DOG BITING MENACE ETC.... WHEN WE TRY TO SUBMIT COMPLAINT, IT BUFFERS AND THEN CRASHES. SUCH A HIGH PROFILE MUNICIPALITY HAVING SUCH A THIRD GRADE APP IS SHAMEFUL",3,8.61,2025-12-03 17:43:22,
MCGM 24x7,in.cdac.gov.mgov.mcgm,399883da-2668-496d-a0c0-25934aaf3332,A Google user,1,"Not working, third class app",0,8.61,2025-11-27 18:44:47,
MCGM 24x7,in.cdac.gov.mgov.mcgm,f7652253-e694-4d9e-9f96-42a352e879d2,A Google user,1,no body take action. any complaint,0,8.61,2025-11-26 22:28:30,
MCGM 24x7,in.cdac.gov.mgov.mcgm,25713557-ab34-43ef-8180-2fb5b5f9489f,A Google user,4,I really liked this app. You can find information instantly in this app. You get complete information about the Brihanmumbai Municipal Corporation.,0,8.60,2025-11-19 08:35:22,
MCGM 24x7,in.cdac.gov.mgov.mcgm,989e7484-80bd-4190-96a8-6ddd324642c5,A Google user,1,"Dear Sir, I would like to inform You that, Last 3-5 months My MyBMC app not working properly. Because sometimes OTP has Received but when I entered OTP. So OTP has been seen Incorrect. I don't know what the issue is. So I requesting you, kindly look into it. Thanking You, Yours Faithfully, Manoj Mahendra Shirke BMC EC No. 4601467",2,8.61,2025-11-17 15:28:39,
MCGM 24x7,in.cdac.gov.mgov.mcgm,d4eb85b1-ab9e-4bf7-aa52-228238328fe6,A Google user,4,well,0,8.60,2025-11-17 13:11:46,
MCGM 24x7,in.cdac.gov.mgov.mcgm,2bb43783-be2b-4e16-9058-7d27d713dbf4,A Google user,1,Can't make payments of water and property tax since October 2025 . You get a pop up saying check your internet connection .,0,,2025-11-17 07:06:53,
MCGM 24x7,in.cdac.gov.mgov.mcgm,3c672814-2ecb-47e3-a8ed-13cd6b7fa0c7,A Google user,1,not working app,0,8.60,2025-11-15 09:27:10,
MCGM 24x7,in.cdac.gov.mgov.mcgm,7e61d989-08af-4a17-a0be-7248d041a6ee,A Google user,1,"App not working ,always reflecting check your internet",1,8.60,2025-11-08 15:42:00,
MCGM 24x7,in.cdac.gov.mgov.mcgm,d2c626c6-e84c-4fa2-836b-22c4b3db731a,A Google user,1,useless application ....not any service are working properly,1,8.60,2025-11-06 13:22:45,
MCGM 24x7,in.cdac.gov.mgov.mcgm,28d1b848-592f-4e7b-bc05-dac2dc336392,A Google user,1,"I wanted to lodge stray dogs complaint, but app keeps crashing on upload animal photo section. Please help.",3,8.60,2025-11-05 09:47:10,
MCGM 24x7,in.cdac.gov.mgov.mcgm,8a0dba5e-2a03-432f-8eba-0b6e062b325b,A Google user,3,specific complaints- View status either by mobile or complaint number does not work.,1,8.60,2025-11-01 13:29:33,
MCGM 24x7,in.cdac.gov.mgov.mcgm,972ace6e-f403-4728-a6e3-c4dbdadcc349,A Google user,1,app not working properly..,0,8.59,2025-10-29 13:03:23,
MCGM 24x7,in.cdac.gov.mgov.mcgm,40835f09-70f7-499a-a33d-4eeb95ec9719,A Google user,1,"I wish i could rate in negative. The most pathetic app. It does not let you register, login and keeps crashing. What is the intention of having an appointment of it just not let you use any feature",23,8.59,2025-10-27 20:52:05,
MCGM 24x7,in.cdac.gov.mgov.mcgm,189977b9-2438-4ff3-be38-7c454b51695f,A Google user,1,not working... need to do much updates,1,8.59,2025-10-25 14:15:12,
MCGM 24x7,in.cdac.gov.mgov.mcgm,6947fc3e-abba-43c3-80a8-f53bac96da7c,A Google user,3,not working,1,8.59,2025-10-24 21:42:35,
MCGM 24x7,in.cdac.gov.mgov.mcgm,37378850-2407-4a04-8bb4-f3e338fe9e4b,A Google user,1,can't check complaint status,1,8.59,2025-10-23 12:59:13,
MCGM 24x7,in.cdac.gov.mgov.mcgm,c56d7e9f-9df1-420e-a242-7698c4139e80,A Google user,1,"So far road encroachment is concerned,BMC is not taking any effective step to evict unauthorised HAWKERS who have occupied right from footpath to flyover.In ward P south wher road widening work id going on main film City road has now become only two way road 3rd 4th totally occupied by hawkers and car parking.spacially for small children and sr citizen cannot walk in evening.",0,8.59,2025-10-22 14:31:31,
MCGM 24x7,in.cdac.gov.mgov.mcgm,dc4f6da2-ec23-4d81-a306-f8cfa9a100a1,A Google user,1,"Pathetic application, it is similarly working like an BMC office which operates in Mumbai.",1,8.59,2025-10-22 09:41:34,
MCGM 24x7,in.cdac.gov.mgov.mcgm,30494dae-f90c-4247-8186-b009f92c4fba,A Google user,1,neither able to update app neither any complaints are attempted. Don't know whether technically issue or laziness of staff.,1,8.59,2025-10-22 05:19:15,
MCGM 24x7,in.cdac.gov.mgov.mcgm,a7bfc09b-d2fe-471f-8b3d-152a684cc9f0,A Google user,1,"login or register not working , no information is getting fetched when you put your credentials, always notification comes telling no internet, even when internet is there. not a single thing works in this app, why has bmc made this app for, just to waste our time and tax money",11,8.59,2025-10-19 07:22:09,
MCGM 24x7,in.cdac.gov.mgov.mcgm,3a1e7ac5-a829-494d-a35b-3d8bdff103c5,A Google user,1,complain gets registered and a complaint number pops up. however the complaint status page does not work and there is no action taken at all.,0,8.59,2025-10-17 18:10:02,
MCGM 24x7,in.cdac.gov.mgov.mcgm,826a0543-94b9-48b5-bd03-9c7615e71d73,A Google user,1,Water bill is not showing on dashboard from 3 months please help service is enable soon,3,8.59,2025-10-14 21:57:12,
MCGM 24x7,in.cdac.gov.mgov.mcgm,b34df925-8673-4156-a1ef-f3baeadca41e,A Google user,1,There's a bug in app I think (Two times I have downloaded the app and open it but it's giving a note SOMETHING WENT WRONG) plz anyone can give suggestions on this problem Thanks & Regards,3,8.59,2025-10-13 15:37:22,
MCGM 24x7,in.cdac.gov.mgov.mcgm,2de727c9-0e71-483f-94e4-9c71b7923c57,A Google user,3,"MYBMC APP जर मी लॉगिन करू शकत नसेन, तर मी लॉगिन करण्यासाठी काय करावे? आणि तो मला या मोबाईल नंबरवरून जुना CNN नंबर कसा डिलीट करायचा आणि नवीन CNN नंबर कसा जोडायचा ते सांगेल. कृपया मला सांगा.it's not working and asks to check the internet connection even though l'm on 5G Internet service. and while logging in it always gives an error ""Something went Wrong"". wonder what ever goes right with BMC",6,8.59,2025-10-10 16:55:12,
MCGM 24x7,in.cdac.gov.mgov.mcgm,720185e9-26f2-43a2-90fe-0644828c5223,A Google user,1,"Nothing works. To track status of complaints, via mobile number or complaint number - you cannot click on submit after entering the details so how does one track efficiency? no way to request for planting of trees no way to request for changing of broken drain lids no way to request reflector tape/road painting for traffic locate parkings also not updated why is there so much inefficiency in the basic necessities! why launch the app for citizens? completely useless!",0,,2025-10-09 10:43:00,
MCGM 24x7,in.cdac.gov.mgov.mcgm,63fafe17-15ae-4d60-959a-e197eef6e15b,A Google user,1,not working properly,0,5.4,2025-10-08 23:47:33,
MCGM 24x7,in.cdac.gov.mgov.mcgm,d7f427ce-3287-47fc-8bf6-3ad25e15e399,A Google user,1,"app doesn't work! black screen with ""Alert Something went wrong!!"".",1,8.59,2025-10-07 20:58:31,
MCGM 24x7,in.cdac.gov.mgov.mcgm,5015b598-5d64-449a-9629-dbc337ca9091,A Google user,1,worst app unable to raise complaint,0,8.59,2025-10-05 11:15:48,
MCGM 24x7,in.cdac.gov.mgov.mcgm,f5aa7ec9-d772-4357-8aae-f37d6a2930a7,A Google user,1,"it's not working and asks to check the internet connection even though I'm on 5G Internet service. and while logging in it always gives an error ""Something went Wrong"" . wonder what ever goes right with BMC",15,8.59,2025-09-27 11:44:02,
MCGM 24x7,in.cdac.gov.mgov.mcgm,b70918d0-1116-4468-a780-cb5e65fabba6,A Google user,2,worst app,0,,2025-09-26 11:37:29,
MCGM 24x7,in.cdac.gov.mgov.mcgm,6e170a48-2dbe-43a2-b454-fb818ae3c3c2,A Google user,1,"Since the update it's continously giving error ""something went wrong"". Unable to register complaint.",3,8.59,2025-09-26 10:35:16,
MCGM 24x7,in.cdac.gov.mgov.mcgm,1d044517-e8ab-4a00-b214-4bc85b447c27,A Google user,1,App not working after update... it's is crashing continuously,0,,2025-09-26 08:13:44,
MCGM 24x7,in.cdac.gov.mgov.mcgm,94e9cea8-9a4a-46e2-8d6c-dd24a3f8fc2a,A Google user,2,"when bitten by a stray dog how can you wait for taking pics of stray dog menace. especially when you are panicked complaint can't be registered with out pics. stray dog menace especially in Hanjarnagar, opp aghadi nagar lane Andheri East and Rajmata Jijamata marg is having stray dogs. twice have been bitten once by stray and pet dog.",0,,2025-09-17 09:01:26,
MCGM 24x7,in.cdac.gov.mgov.mcgm,2a517ddf-28a8-4c39-ac41-a597ff3a12c1,A Google user,1,complaint status not working। I can't check my complaint status in this app,0,8.58,2025-09-11 15:51:43,
MCGM 24x7,in.cdac.gov.mgov.mcgm,f4fb1cfc-dfce-4306-9582-5af7ff5104a5,A Google user,2,all apps not working properly,0,8.58,2025-09-10 01:08:51,
MCGM 24x7,in.cdac.gov.mgov.mcgm,8916aa17-2dce-4133-83f9-8f745fa87ce8,A Google user,3,application have features but unable to due to some i think some bugs in this application even unable to track the complaint raised please fix it as soon as so we can track the complaint and take the advantage of the panneled sevices.,1,8.58,2025-09-08 10:09:39,
MCGM 24x7,in.cdac.gov.mgov.mcgm,2df5f6ac-3f3a-4645-8bb5-e76e6bd732c2,A Google user,4,please add this type of complaint category: inconvenience on the phoothpath to walk and nagrik suvidha.,0,8.3,2025-08-30 15:25:03,
MCGM 24x7,in.cdac.gov.mgov.mcgm,5a7069aa-e8fe-4472-a2c6-74e3552a7ed8,A Google user,1,how can I get the life certificate,0,8.58,2025-08-26 22:09:13,
MCGM 24x7,in.cdac.gov.mgov.mcgm,5375c474-823d-4de8-a7d7-66464a096618,A Google user,1,Add option to select and upload multiple pictures. Currently we can upload only 1 picture per complaint.,1,8.57,2025-08-19 10:22:45,
MCGM 24x7,in.cdac.gov.mgov.mcgm,7307e377-7401-4357-97a9-1eed5f8123b5,A Google user,1,"I submitted a complaint through the My BMC app on Thursday, but there has been no update till now. Even when I enter the complaint number, no status is showing in the app. Such slow response and lack of tracking make it difficult to address urgent public issues. Please improve the complaint tracking system and take immediate action on urgent cases.",20,8.57,2025-08-12 14:49:53,
MCGM 24x7,in.cdac.gov.mgov.mcgm,a4ad6513-9171-4013-aa48-08de31337af2,A Google user,1,"App not working properly, is malfunctioning , keypad starts dancing one clicking on it ,scroll keeps hanging again and again .No feature available to search plot. Developer has incorporated Maps search feature which makes it difficult to search a ward and CTS or Fo no . what kind of improvement is this developer ??? Search is not working on landing page.",1,8.57,2025-08-04 15:16:03,
MCGM 24x7,in.cdac.gov.mgov.mcgm,f9c8f482-3e39-41bb-bb2b-9e9ca1312fb3,A Google user,1,poor. complaint status not available not functioning,0,8.57,2025-07-31 09:12:21,
MCGM 24x7,in.cdac.gov.mgov.mcgm,a4688308-6a39-4521-8ed7-23771a4a9ac9,A Google user,1,My Bmc aap is Not working westing Time,0,8.56,2025-07-25 14:37:13,
MCGM 24x7,in.cdac.gov.mgov.mcgm,1dc259c1-ecc7-427c-97a5-831750251169,A Google user,2,"Property Tax not working. Every time I enter my property number, it says Invalid Token. With no updates released, its hard to pay / know the details from the app.",1,8.56,2025-07-16 23:00:36,
